Instance,Terminal,Layer,X location,Y location,Voltage
_285_,VGND,li1,11.0400,21.7600,0.000014
_284_,VGND,li1,16.7900,21.7600,0.000013
_283_,VGND,li1,18.4000,21.7600,0.000013
_282_,VGND,li1,20.9300,16.3200,0.000028
_281_,VGND,li1,9.6600,16.3200,0.000031
_280_,VGND,li1,14.0300,10.8800,0.000003
_279_,VGND,li1,28.0600,16.3200,0.000034
_278_,VGND,li1,26.4500,21.7600,0.000014
_277_,VGND,li1,23.9200,16.3200,0.000026
_276_,VGND,li1,23.6900,16.3200,0.000026
_275_,VGND,li1,17.4800,43.5200,0.000047
_274_,VGND,li1,24.1500,32.6400,0.000037
_273_,VGND,li1,15.6400,38.0800,0.000017
_272_,VGND,li1,24.6100,38.0800,0.000013
_271_,VGND,li1,41.8600,38.0800,0.000024
_270_,VGND,li1,57.2700,27.2000,0.000099
_269_,VGND,li1,64.1700,32.6400,0.000070
_268_,VGND,li1,59.8000,43.5200,0.000108
_267_,VGND,li1,59.3400,38.0800,0.000033
_266_,VGND,li1,61.8700,38.0800,0.000034
_265_,VGND,li1,55.4300,32.6400,0.000066
_264_,VGND,li1,54.7400,32.6400,0.000066
_263_,VGND,li1,57.7300,43.5200,0.000108
_262_,VGND,li1,55.8900,27.2000,0.000099
_261_,VGND,li1,51.7500,32.6400,0.000064
_260_,VGND,li1,59.3400,21.7600,0.000028
_259_,VGND,li1,54.5100,21.7600,0.000027
_258_,VGND,li1,52.6700,27.2000,0.000097
_257_,VGND,li1,37.0300,48.9600,0.000073
_256_,VGND,li1,37.0300,43.5200,0.000088
_255_,VGND,li1,40.0200,48.9600,0.000087
_254_,VGND,li1,45.0800,48.9600,0.000100
_253_,VGND,li1,46.9200,48.9600,0.000105
_252_,VGND,li1,38.8700,43.5200,0.000091
_251_,VGND,li1,54.9700,54.4000,0.000051
_250_,VGND,li1,59.8000,48.9600,0.000119
_249_,VGND,li1,59.5700,54.4000,0.000053
_248_,VGND,li1,54.9700,54.4000,0.000051
_247_,VGND,li1,54.9700,65.2800,0.000071
_246_,VGND,li1,59.3400,59.8400,0.000021
_245_,VGND,li1,62.5600,59.8400,0.000021
_244_,VGND,li1,52.2100,59.8400,0.000020
_243_,VGND,li1,56.1200,59.8400,0.000020
_242_,VGND,li1,55.4300,59.8400,0.000020
_241_,VGND,li1,54.2800,65.2800,0.000071
_240_,VGND,li1,58.6500,59.8400,0.000021
_239_,VGND,li1,52.6700,70.7200,0.000019
_238_,VGND,li1,43.4700,65.2800,0.000061
_237_,VGND,li1,47.3800,65.2800,0.000066
_236_,VGND,li1,42.7800,59.8400,0.000018
_235_,VGND,li1,40.7100,65.2800,0.000057
_234_,VGND,li1,37.7200,59.8400,0.000017
_233_,VGND,li1,37.9500,65.2800,0.000052
_232_,VGND,li1,35.6500,59.8400,0.000016
_231_,VGND,li1,35.6500,70.7200,0.000013
_230_,VGND,li1,34.0400,70.7200,0.000012
_229_,VGND,li1,31.5100,65.2800,0.000043
_228_,VGND,li1,29.6700,59.8400,0.000013
_227_,VGND,li1,33.8100,65.2800,0.000046
_226_,VGND,li1,32.8900,59.8400,0.000015
_225_,VGND,li1,33.8100,54.4000,0.000040
_224_,VGND,li1,33.5800,48.9600,0.000067
_223_,VGND,li1,42.0900,43.5200,0.000095
_222_,VGND,li1,41.6300,38.0800,0.000024
_221_,VGND,li1,29.4400,54.4000,0.000037
_220_,VGND,li1,14.7200,43.5200,0.000047
_219_,VGND,li1,20.2400,43.5200,0.000045
_218_,VGND,li1,18.8600,54.4000,0.000036
_217_,VGND,li1,21.6200,54.4000,0.000035
_216_,VGND,li1,9.6600,59.8400,0.000016
_215_,VGND,li1,23.4600,59.8400,0.000011
_214_,VGND,li1,9.6600,70.7200,0.000007
_213_,VGND,li1,24.8400,59.8400,0.000011
_212_,VGND,li1,16.5600,70.7200,0.000007
_211_,VGND,li1,19.7800,65.2800,0.000035
_210_,VGND,li1,20.2400,70.7200,0.000007
_209_,VGND,li1,22.5400,65.2800,0.000033
_208_,VGND,li1,16.1000,65.2800,0.000038
_207_,VGND,li1,22.0800,59.8400,0.000013
_206_,VGND,li1,14.7200,48.9600,0.000042
_205_,VGND,li1,22.5400,48.9600,0.000039
_204_,VGND,li1,26.9100,43.5200,0.000052
_203_,VGND,li1,28.0600,38.0800,0.000014
_202_,VGND,li1,31.7400,38.0800,0.000017
_201_,VGND,li1,27.6000,27.2000,0.000038
_200_,VGND,li1,32.8900,21.7600,0.000018
_199_,VGND,li1,25.7600,27.2000,0.000031
_198_,VGND,li1,24.1500,21.7600,0.000011
_197_,VGND,li1,25.5300,27.2000,0.000031
_196_,VGND,li1,21.6200,27.2000,0.000034
_195_,VGND,li1,27.1400,21.7600,0.000014
_194_,VGND,li1,46.6900,38.0800,0.000027
_193_,VGND,li1,56.3500,38.0800,0.000031
_192_,VGND,li1,43.9300,38.0800,0.000025
_191_,VGND,li1,49.9100,38.0800,0.000029
_190_,VGND,li1,52.2100,38.0800,0.000030
_189_,VGND,li1,36.3400,27.2000,0.000060
_188_,VGND,li1,36.8000,27.2000,0.000060
_187_,VGND,li1,43.7000,27.2000,0.000077
_186_,VGND,li1,33.8100,27.2000,0.000049
_185_,VGND,li1,45.0800,32.6400,0.000059
_184_,VGND,li1,52.9000,38.0800,0.000030
_183_,VGND,li1,55.8900,43.5200,0.000107
_182_,VGND,li1,43.7000,21.7600,0.000025
_181_,VGND,li1,52.2100,48.9600,0.000118
_180_,VGND,li1,42.7800,54.4000,0.000045
_179_,VGND,li1,54.0500,59.8400,0.000020
_178_,VGND,li1,40.2500,59.8400,0.000018
_177_,VGND,li1,28.7500,65.2800,0.000038
_176_,VGND,li1,37.7200,32.6400,0.000053
_175_,VGND,li1,33.5800,38.0800,0.000019
_174_,VGND,li1,55.8900,21.7600,0.000027
_173_,VGND,li1,52.2100,21.7600,0.000027
_172_,VGND,li1,52.2100,21.7600,0.000027
_171_,VGND,li1,47.1500,21.7600,0.000025
_170_,VGND,li1,41.6300,16.3200,0.000054
_169_,VGND,li1,47.6100,32.6400,0.000061
_168_,VGND,li1,58.1900,32.6400,0.000068
_167_,VGND,li1,49.9100,21.7600,0.000026
_166_,VGND,li1,45.7700,32.6400,0.000059
_165_,VGND,li1,43.2400,27.2000,0.000077
_164_,VGND,li1,55.4300,38.0800,0.000031
_163_,VGND,li1,46.4600,43.5200,0.000101
_162_,VGND,li1,42.7800,48.9600,0.000094
_161_,VGND,li1,52.2100,54.4000,0.000049
_160_,VGND,li1,47.1500,54.4000,0.000047
_159_,VGND,li1,52.4400,59.8400,0.000020
_158_,VGND,li1,65.5500,65.2800,0.000076
_157_,VGND,li1,40.0200,70.7200,0.000015
_156_,VGND,li1,35.1900,65.2800,0.000046
_155_,VGND,li1,26.9100,65.2800,0.000035
_154_,VGND,li1,46.2300,27.2000,0.000083
_153_,VGND,li1,48.5300,27.2000,0.000091
_152_,VGND,li1,40.7100,27.2000,0.000070
_151_,VGND,li1,35.1900,21.7600,0.000020
_150_,VGND,li1,40.7100,32.6400,0.000056
_149_,VGND,li1,25.5300,59.8400,0.000012
_148_,VGND,li1,39.7900,38.0800,0.000022
_147_,VGND,li1,35.6500,43.5200,0.000081
_146_,VGND,li1,28.7500,43.5200,0.000059
